Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Sylvia,Bennett,Robert Ports 02805,New Evelynside,61204,Danmark,DK,20000703-0179,+45,681-781-8375x0987,2000-07-03,True
Erland,Hanna,Björkgatan 6,Kalmar,62111,Sverige,SE,19741225-0323,+46,08-894 729 87,1974-12-25,True
Laura,Hyvönen,Urpupolku 66,Ruokolahti,34332,Finland,FI,19551015-804N,+358,056 437 9987,1955-10-15,True
Marte,Moen,Lundholtet 5A,Svendsen,2429,Norge,NO,19900301-8457,+47,+47 60 53 23 91,1990-03-01,True
Randy,Quinn,Rhonda Ferry 3548,Chelseatown,82944,Danmark,DK,19780924-0308,+45,001-299-485-5183,1978-09-24,True
Monica,Amundsen,Sandvikgjerdet 26,Eide,0121,Norge,NO,19640511-8221,+47,492 95 407,1964-05-11,True
Helena,Ali,Industrigränd 296,Mölndal,44384,Sverige,SE,19670609-1171,+46,08-762 917 48,1967-06-09,True
Birgitta,Persson,Villavägen 67,Uddevalla,71681,Sverige,SE,19641209-6754,+46,08-01 66 23,1964-12-09,True
Gro,Nilsen,Moehavna 01,Sisselgrunn,0951,Norge,NO,19431017-3700,+47,+4762353749,1943-10-17,True
Anna-Karin,Strömberg,Ringstigen 5,Östersund,56194,Sverige,SE,19980406-2579,+46,050-383 81 04,1998-04-06,True
Maria,Falk,Backgatan 2,Östersund,19174,Sverige,SE,19660711-0943,+46,08-62 31 61,1966-07-11,True
Håkan,Karlsson,Björkgatan 27,Lidingö,10095,Sverige,SE,19520204-5124,+46,08-846 81 75,1952-02-04,True
Louise,Björkman,Backgatan 109,Piteå,43094,Sverige,SE,19480820-2936,+46,08-628 332 80,1948-08-20,True
Antero,Tikkanen,Oravabulevardi 5,Loppi,70377,Finland,FI,19501208-674K,+358,+358575047233,1950-12-08,True
Petteri,Alanen,Ahvenkoskenkatu 65,Pedersören kunta,24452,Finland,FI,19540427-339Y,+358,+358 555987608,1954-04-27,True
Ivar,Ruud,Andresengjerdet 28,Brekke,8131,Norge,NO,19830630-6533,+47,95229772,1983-06-30,True
Anna,Lindgren,Storstigen 219,Borlänge,81287,Sverige,SE,19590808-0469,+46,0160-41 91 24,1959-08-08,True
Willy,Jonsson,Ringvägen 6,Motala,40203,Sverige,SE,19711024-4275,+46,+46 (0)512 201 58,1971-10-24,True
Zachary,Lamb,Hunter Shore 83110,New Paige,16651,Danmark,DK,20000714-2472,+45,901.576.1705x72643,2000-07-14,True
Viola,Mohamud,Skolgatan 2,Eskilstuna,95659,Sverige,SE,19830125-1790,+46,0438-267 55,1983-01-25,True
David,Brooks,Kathleen Shore 554,East Jimmyport,84317,Danmark,DK,19970728-8911,+45,6373959607,1997-07-28,True
Ann-Sofie,Almqvist,Skolvägen 5,Nyköping,26761,Sverige,SE,19930919-3663,+46,08-517 952 69,1993-09-19,True
Amanda,Johnson,Smith Islands 34089,Juanhaven,38332,Danmark,DK,19761003-2609,+45,+1-255-817-0894x4733,1976-10-03,True
Karl,Eliasson,Järnvägstorget 99,Uddevalla,34294,Sverige,SE,19680613-4186,+46,0561-555 98,1968-06-13,True
Allison,Ford,Sean Lakes 584,Kevinchester,23188,Danmark,DK,19741014-3563,+45,(285)629-5075x44843,1974-10-14,True
Emelie,Isaksson,Nyvägen 53,Karlskrona,53620,Sverige,SE,19460118-4767,+46,0888-68 54 59,1946-01-18,True
Håvard,Bøe,Ruudrøa 66A,Berntsen,4776,Norge,NO,19901119-1771,+47,29 44 63 86,1990-11-19,True
Valentin,Åberg,Skolgatan 6,Kalmar,17758,Sverige,SE,19681206-6539,+46,029-396 03 04,1968-12-06,True
Vegard,Karlsen,Knutsenspranget 4E,Annborg,7016,Norge,NO,19740829-0738,+47,99370004,1974-08-29,True
Deborah,Pitts,Cody Harbor 6156,Jessicaborough,25789,Danmark,DK,19670516-5994,+45,512.224.5878,1967-05-16,True
Svea,Axelsson,Ekgränd 86,Jönköping,49511,Sverige,SE,19921010-8404,+46,+46 (0)311 992 02,1992-10-10,True
Sara,Thomassen,Myhrevika 96D,Asbjørnborg,5503,Norge,NO,19870124-0978,+47,29 73 04 97,1987-01-24,True
Cindy,Davis,William Club 58368,Hollandchester,67038,Danmark,DK,19631221-3227,+45,+1-556-771-2523x0086,1963-12-21,True
Jacqueline,Brown,Rodney Mountains 6495,Christineton,95651,Norge,DK,19420922-1099,+45,001-990-692-7673x43682,1942-09-22,True
Gregory,Williams,Devin Neck 746,Port Kathleen,24765,Danmark,DK,19930928-8024,+45,(662)246-5555,1993-09-28,True
Ellen,Strand,Furugatan 8,Skellefteå,51393,Sverige,SE,19450916-4516,+46,0655-79 46 28,1945-09-16,True
Harry,Sandström,Kyrkvägen 195,Falun,13699,Sverige,SE,19611021-1982,+46,0608-298 15,1961-10-21,True
Eddie,Stenström,Björkgatan 9,Södertälje,50491,Sverige,SE,19880930-7623,46,+46 (0)8 899 691 08,1988-09-30,True
Jack,Wells,Linda Shore 956,Fraziermouth,89088,Danmark,DK,19861030-8793,+45,292.566.3960,1986-10-30,True
Leif,Blom,Skogsgränd 024,Umeå,54973,Sverige,SE,19501227-2734,+46,08-354 775 39,1950-12-27,True
Carolyn,Jackson,Figueroa Pass 40425,South Jennifer,84480,Danmark,DK,19550223-4692,+45,914-970-2862,1955-02-23,True
Leif,Nordqvist,Järnvägsstigen 93,Alingsås,91937,Sverige,SE,19510122-9554,+46,063-46 23 24,1951-01-22,True
Jørgen,Evensen,Henriksenstykket 41F,Åsegrunn,6788,Norge,NO,19790415-4071,+47,+47 83 81 82 70,1979-04-15,True
Julia,Morris,Griffin Islands 47860,West Rachel,02108,Danmark,DK,19470729-4798,+45,945-721-7870x44058,1947-07-29,True
Roland,Schmidt,Trädgårdsgatan 55,Lidingö,78040,Sverige,SE,19470603-8857,+46,0367-624 73,1947-06-03,True
Irene,Hauge,Knudsenfaret 2F,Rønning,3362,Norge,NO,19510801-9385,+47,452 17 097,1951-08-01,True
Stian,Thomassen,Knutsenkollen 99,Svendsen,1317,Norge,NO,19600126-2915,+47,97835873,1960-01-26,True
John,Brewer,Valerie Views 0586,Allenburgh,04786,Danmark,DK,19400925-8536,+45,001-630-703-1443x6493,1940-09-25,True
Linda,Moberg,Asptorget 1,Karlskoga,53425,Sverige,SE,19630401-6400,+46,+46 (0)34 59 67 39,1963-04-01,True
Vilhelm,Nieminen,Caloniuksenbulevardi 71,Asikkala,46149,Finland,FI,19520507-523H,+358,+358000346004,1952-05-07,True
Karin,Ericson,Järnvägsgränd 0,Borås,18308,Sverige,SE,19690711-3768,+46,0153-20 46 71,1969-07-11,True
Bente,Hagen,Johansenlunden 5,Henriksen,5216,Norge,NO,19930524-7627,+47,80 36 08 55,1993-05-24,True
Bjørn,Bøe,Edvardsenengen 9,Janeid,1395,Norge,NO,19920309-8024,+47,44628238,1992-03-09,True
Aina,Hellström,Strandgatan 9,Linköping,84947,Sverige,SE,19560822-2715,+46,+46 (0)551 871 47,1956-08-22,True
Sander,Bøe,Eliassenhaugen 5,Engen,8736,Norge,NO,19631017-3647,+47,+47 48 93 79 46,1963-10-17,True
Stacey,Brady,Murphy Greens 77103,Lake Aaronborough,39723,Danmark,DK,19480105-6496,+45,434-361-2397,1948-01-05,True
Petter,Andreassen,Sørensenstykket 6,Haugen,7361,Norge,NO,19630813-0203,+47,43776573,1963-08-13,True
Christina,Westlund,Ektorget 3,Mölndal,17556,Sverige,SE,19770617-6266,+46,0137-07 17 59,1977-06-17,True
Tracy,Gonzalez,Karen Common 900,New James,06678,Danmark,DK,19460412-9735,+45,(679)958-3768x078,1946-04-12,True
Lovisa,Hanna,Trädgårdsstigen 0,Piteå,37653,Sverige,SE,19800917-8315,+46,08-72 73 33,1980-09-17,True
Sixten,Jönsson,Backgränd 41,Lund,10505,Sverige,SE,19450426-0576,+46,0295-969 31,1945-04-26,True
Andreas,Persson,Industrivägen 642,Uppsala,95222,Sverige,SE,19541122-9685,+46,08-394 64 30,1954-11-22,True
Andreas,Jansson,Bäckgränd 2,Motala,31557,Sverige,SE,19930413-7589,+46,025-48 38 29,1993-04-13,True
Peter,Young,Thomas Motorway 1216,South Lisaport,07711,Danmark,DK,19670701-4344,+45,7003884924,1967-07-01,True
Emilio,Carlsson,Skolgatan 5,Örebro,44513,Sverige,SE,19790116-8652,+46,+46 (0)35 98 21 30,1979-01-16,True
Kurt,Nygren,Skolvägen 155,Trelleborg,24682,Sverige,SE,19710318-5534,+46,08-385 527 99,1971-03-18,True
Dag,Haugland,Kristensenstubben 6,Emmaborg,9693,Norge,NO,19571221-8426,+358,20496705,1957-12-21,True
Ove,Johansson,Ringvägen 12,Växjö,86597,Sverige,SE,19870402-8811,+46,0823-38 75 90,1987-04-02,True
Harald,Martinsen,Nielsenkollen 8G,Finnmark,9343,Norge,NO,19971230-0182,+47,52 20 28 13,1997-12-30,True
Mikael,Pettersson,Ängsgatan 494,Södertälje,41620,Sverige,SE,19621221-8566,+46,058-55 15 89,1962-12-21,True
Esko,Kukkonen,Damaskuksenkatu 3,Tyrnävä,85590,Finland,FI,19871112-863R,+358,048 275 5085,1987-11-12,True
Barbro,Rydberg,Stationsgränd 090,Karlskoga,98158,Sverige,SE,19540525-2329,+46,0632-322 84,1954-05-25,True
Øyvind,Henriksen,Danielsengata 130,Leifsand,8467,Norge,NO,19701224-3935,+47,75726185,1970-12-24,True
Suzanne,Young,Hannah Corners 43195,Halltown,79545,Danmark,DK,19870814-7977,+45,+1-272-200-4006x4505,1987-08-14,True
Viola,Engström,Kyrkgränd 61,Ängelholm,48661,Sverige,SE,19480713-4992,+46,08-396 910 27,1948-07-13,True
Miriam,Hjalmarsson,Industrigatan 08,Eskilstuna,27263,Sverige,SE,19730625-5474,+46,08-940 13 70,1973-06-25,True
Nils,Kristiansen,Knutsengrenda 95,Geirstrand,6341,Norge,NO,19710104-4996,+47,11654462,1971-01-04,True
Michael,Jacobs,Jodi Crossroad 22692,Hancockbury,35930,Danmark,DK,19911115-9725,+47,(553)234-5390,1991-11-15,True
Stian,Solberg,Karlsenvollen 726,Rønning,7376,Norge,NO,19791005-8222,+47,46855222,1979-10-05,True
Marianne,Boström,Björkgatan 742,Uppsala,24551,Sverige,SE,19600404-9132,+46,08-451 889 84,1960-04-04,True
Elizabeth,Mcbride,Eric Causeway 25224,Macdonaldton,73378,Danmark,DK,19790611-5760,+45,(876)869-6218x116,1979-06-11,True
Kjetil,Nielsen,Rønningbakken 7,Isaksen,6652,Norge,NO,19990505-2708,+47,+47 73 37 85 36,1999-05-05,True
Linda,Hägg,Skogsvägen 32,Landskrona,85838,Sverige,SE,19670202-9182,+46,+46 (0)8 969 244 08,1967-02-02,True
Krista,Jones,Ross Extension 25935,North Gregorybury,76257,Danmark,DK,19491002-3191,+45,(341)577-4340x373,1949-10-02,True
Gabriella,Jensen,Idrottsvägen 81,Norrköping,88972,Sverige,SE,19630413-3426,+46,08-510 612 57,1963-04-13,True
Martin,Svendsen,Jensenspranget 6,Magnusdal,1492,Norge,NO,19910808-6499,+47,+4709848885,1991-08-08,True
Thomas,Andersson,Ringgränd 717,Örebro,16546,Sverige,SE,19600703-2150,+46,08-63 95 77,1960-07-03,True
Anders,Karlsson,Ängsgatan 32,Eskilstuna,12468,Sverige,SE,19581205-1667,+46,0359-032 04,1958-12-05,True
Therese,Forsman,Industrigatan 32,Kristianstad,96592,Sverige,SE,19990217-8429,+46,0180-949 38,1999-02-17,True
Mathias,Lien,Knutsengata 190,Livøy,7291,Norge,NO,19721013-9654,+47,+47 60 57 14 29,1972-10-13,True
Gustaf,Bengtsson,Industristigen 859,Skövde,49404,Sverige,SE,19430501-0471,+46,0459-677 69,1943-05-01,True
Robert,Johansson,Storvägen 6,Lidköping,49109,Sverige,SE,19810506-8577,+46,08-953 77 93,1981-05-06,True
Anneli,Olsson,Granvägen 153,Sundsvall,82825,Sverige,SE,19400306-2942,+46,+46 (0)256 262 68,1940-03-06,True
Erik,Vik,Eriksenbråten 8A,Holm,2402,Norge,NO,19751123-7216,+47,44187905,1975-11-23,True
Gunn,Abrahamsen,Pedersenlia 77,Johannesås,0662,Norge,NO,19570712-6191,+47,46433381,1957-07-12,True
Gunnar,Jonsson,Fabriksgränd 402,Alingsås,29969,Sverige,SE,19590131-9941,+46,+46 (0)71 64 56 46,1959-01-31,True
Mattias,Johansson,Grangatan 8,Stockholm,73603,Sverige,SE,19781105-9133,+46,+46 (0)437 770 45,1978-11-05,True
Helge,Nguyen,Svendsenvollen 17,Andersen,4787,Norge,NO,19650827-8403,+47,89821277,1965-08-27,True
Per,Lindgren,Idrottsgränd 95,Skellefteå,76453,Sverige,SE,19890903-6113,+46,0269-04 41 30,1989-09-03,True
Lotta,Jakobsson,Industristigen 457,Örebro,39608,Sverige,SE,19610828-2475,+46,08-12 08 37,1961-08-28,True
Emmi,Ojala,Rukoushuoneenbulevardi 19,Hyrynsalmi,98971,Finland,FI,19660918-255E,+358,+358 65 2504184,1966-09-18,True
Richard,Robertsson,Åkergatan 3,Stockholm,76898,Sverige,SE,19590817-2208,+46,08-086 544 10,1959-08-17,True
Inger,Persson,Industrigatan 157,Mölndal,94274,Sverige,SE,19840322-6795,+46,08-479 885 70,1984-03-22,True
Sara,Malm,Parkgränd 95,Umeå,62834,Sverige,SE,19460417-2322,+46,033-60 24 39,1946-04-17,True
Christina,Nordin,Villatorget 064,Luleå,55748,Sverige,SE,19480917-5380,+46,08-490 765 20,1948-09-17,True
Ottilia,Persson,Skolvägen 3,Sandviken,73088,Sverige,SE,19890711-8574,+46,+46 (0)49 54 04 59,1989-07-11,True
Marie,Myklebust,Solberggata 922,Jennyby,6060,Norge,NO,19801128-6462,+47,08 77 48 96,1980-11-28,True
Shane,Fox,Hernandez Underpass 74733,Mariamouth,95486,Danmark,DK,19980824-6111,+45,001-454-214-5883,1998-08-24,True
Josefine,Persson,Ängstorget 740,Ängelholm,68923,Sverige,SE,19940506-2269,+46,08-136 85 81,1994-05-06,True
Susanne,Roth,Åkervägen 50,Motala,25684,Sverige,SE,19620613-4679,+46,+46 (0)8 289 106 30,1962-06-13,True
Kristian,Dahlström,Skolgatan 2,Uddevalla,45503,Sverige,SE,19851111-3582,+46,0335-344 12,1985-11-11,True
Robert,Morrison,Amy Overpass 052,Port Troyfort,10597,Danmark,DK,19790331-7630,+45,(346)821-7777x4426,1979-03-31,True
Matthew,Huff,Cox Summit 62219,Carlshire,43423,Dahmark,DK,19620116-8654,+45,(713)441-9189,1962-01-16,True
Gillis,Ali,Skolvägen 5,Östersund,80019,Sverige,SE,19551102-6961,+46,08-933 62 06,1955-11-02,True
Mahmoud,Eriksson,Industristigen 4,Ängelholm,79576,Sverige,SE,19590213-0662,+46,+46 (0)8 952 810 42,1959-02-13,True
Angela,Graham,Harvey Mountain 787,Figueroaborough,86651,Danmark,DK,19530601-3079,+45,4883402815,1953-06-01,True
Cindy,Norton,Murphy Isle 34766,East Jesus,56456,Danmark,DK,19920615-3540,+45,264.353.1695,1992-06-15,True
Wendy,Mcdonald,Crystal Roads 6712,North Leslieton,22138,Danmark,DK,19570306-8905,+45,+1-569-808-9427,1957-03-06,True
Kevin,Reyes,Hodges Crescent 766,Port Saraside,24694,Danmark,DK,19930204-3617,+45,+1-540-750-1063,1993-02-04,True
Roland,Axelsson,Järnvägstorget 1,Piteå,41757,Sverige,SE,19510304-1913,+46,08-518 19 19,1951-03-04,True
Elsy,Nilsson,Parkvägen 1,Sundsvall,35480,Sverige,SE,19771226-5259,+46,057-12 32 52,1977-12-26,True
Benjamin,Burgess,Rachel Walk 508,North Daniel,53057,Danmark,DK,19490106-2969,+45,215-940-0982x5975,1949-01-06,True
Madeleine,Andersson,Strandgränd 86,Sandviken,38646,Sverige,SE,19520914-0052,+46,08-310 975 33,1952-09-14,True
Pål,Næss,Sandvikengen 634,Anettehelle,2910,Norge,NO,19870929-2281,+47,21371346,1987-09-29,True
Maria,Ågren,Ekgatan 0,Sandviken,19708,Sverige,SE,19940309-8404,+46,08-35 32 94,1994-03-09,True
Aaron,Bertilsson,Skolvägen 992,Uddevalla,49254,Sverige,SE,19541126-4118,+46,+46 (0)8 629 023 58,1954-11-26,True
Raimo,Ojala,Kimalaiskatu 0,Hyvinkää,09436,Finland,FI,19720715-542M,+358,+358 563229734,1972-07-15,True
Anniina,Lehtinen,Jälsibulevardi 401,Vehmaa,09946,Finland,FI,19661101-610C,+358,+358 331764031,1966-11-01,True
Mikael,Nilsson,Furugatan 1,Varberg,13147,Sverige,SE,19490811-5414,+46,08-406 031 12,1949-08-11,True
Marit,Brekke,Solheimstykket 5,Birkeland,1840,Norge,NO,19440906-7990,+47,94474777,1944-09-06,True
Ingrid,Simonsen,Hanssengjerdet 57,Hansstrand,3098,Norge,NO,19530828-1460,+47,50 76 37 75,1953-08-28,True
Anita,Johnsen,Arnesenstubben 37,Øysteinberg,3891,Norge,NO,19510421-1326,+47,97633707,1951-04-21,True
Eli,Brekke,Gulbrandsenalléen 5,Fredrikberg,5145,Norge,NO,19740523-0384,+47,40863666,1974-05-23,True
Christian,Rønning,Ahmedstykket 1D,Arnesen,2619,Norge,NO,19680731-2287,+47,+47 34 60 52 31,1968-07-31,True
Axel,Olsson,Industritorget 451,Malmö,75967,Sverige,SE,19500125-8106,+46,08-176 847 57,1950-01-25,True
Ruth,Andresen,Paulsenrøa 29,Strøm,5740,Norge,NO,19981125-8808,+47,438 31 130,1998-11-25,True
Paul,Lundin,Backtorget 866,Sandviken,44096,Sverige,SE,19680429-9774,+46,08-464 489 46,1968-04-29,True
Karen,Mendoza,Garcia Track 91821,Colemantown,96762,Danmark,DK,19721204-5673,+45,5836244581,1972-12-04,True
Kristina,Olsson,Skogsstigen 80,Eskilstuna,58675,Sverige,SE,19530531-0767,+46,079-38 90 09,1953-05-31,True
Priscilla,Clarke,Walker Field 01240,North Diane,99904,Danmark,DK,19431108-8024,+45,801-374-4693x24086,1943-11-08,True
Nils,Vilhelmsson,Storvägen 6,Örnsköldsvik,34502,Sverige,SE,19670524-3723,+46,+46 (0)480 214 47,1967-05-24,True
